fromId,toId,car_under_15,car_fifteen_29,car_thirty_44,car_forty5_plus,public_under_15,public_fifteen_29,public_thirty_44,public_forty5_plus,fhv_under_15,fhv_fifteen_29,fhv_thirty_44,fhv_forty5_plus,walk_under_15,walk_fifteen_29,walk_thirty_44,walk_forty5_plus,bike_under_15,bike_fifteen_29,bike_thirty_44,bike_forty5_plus
BK1601,BK1601,12,17,14,5,35,50,42,14,6,9,7,2,6,9,7,2,2,2,2,1
BK1602,BK1602,12,17,14,5,35,50,42,14,6,9,7,2,6,9,7,2,2,2,2,1
BK1302,BK1302,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1303,BK1303,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1302,BK1302,16,23,19,6,48,68,58,19,8,12,10,3,8,12,10,3,2,3,2,1
BK1303,BK1303,16,23,19,6,48,68,58,19,8,12,10,3,8,12,10,3,2,3,2,1
BK1303,BK1303,17,24,20,7,51,71,61,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1303,BK1303,20,27,23,8,58,81,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK1303,BK1303,35,49,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
BK1601,BK1601,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,2,1,0
BK1602,BK1602,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0802,BK0802,17,24,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1601,BK1601,17,24,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1602,BK1602,17,24,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BK0802,BK0802,13,18,16,5,39,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BK1601,BK1601,13,18,16,5,39,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BK1303,BK1303,30,41,35,12,88,123,105,35,15,21,18,6,15,21,18,6,4,5,5,2
BK1303,BK1303,14,19,16,5,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1302,BK1302,27,38,33,11,81,113,97,32,14,19,17,6,14,19,17,6,3,5,4,1
BK1303,BK1303,27,38,33,11,81,113,97,32,14,19,17,6,14,19,17,6,3,5,4,1
BK1601,BK1601,14,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1602,BK1602,14,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BK0802,BK0802,32,45,39,13,96,134,115,38,17,23,20,7,17,23,20,7,4,6,5,2
BK1601,BK1601,32,45,39,13,96,134,115,38,17,23,20,7,17,23,20,7,4,6,5,2
BK1601,BK1601,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK1601,BK1601,26,36,31,10,76,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
BK1303,BK1303,22,31,26,9,65,92,78,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1302,BK1302,19,26,23,8,56,79,67,22,10,14,12,4,10,14,12,4,2,3,3,1
BK1303,BK1303,19,26,23,8,56,79,67,22,10,14,12,4,10,14,12,4,2,3,3,1
BK1601,BK1601,52,73,62,21,154,216,185,62,27,37,32,11,27,37,32,11,7,9,8,3
BK1601,BK1601,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK0502,BK0502,42,58,50,17,124,173,148,49,21,30,26,9,21,30,26,9,5,7,6,2
BK1601,BK1601,42,58,50,17,124,173,148,49,21,30,26,9,21,30,26,9,5,7,6,2
BK1602,BK1602,42,58,50,17,124,173,148,49,21,30,26,9,21,30,26,9,5,7,6,2
BK1301,BK1301,22,31,27,9,66,93,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1302,BK1302,22,31,27,9,66,93,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1303,BK1303,22,31,27,9,66,93,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1503,BK1503,22,31,27,9,66,93,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1302,BK1302,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BK1303,BK1303,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BK1303,BK1303,38,54,46,15,114,159,137,46,20,27,24,8,20,27,24,8,5,7,6,2
BK1601,BK1601,19,26,23,8,56,78,67,22,10,13,12,4,10,13,12,4,2,3,3,1
BK0402,BK0402,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0501,BK0501,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1601,BK1601,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0402,BK0402,9,12,11,4,26,37,31,10,5,6,5,2,5,6,5,2,1,2,1,0
BK1601,BK1601,9,12,11,4,26,37,31,10,5,6,5,2,5,6,5,2,1,2,1,0
BK1601,BK1601,33,46,40,13,98,138,118,39,17,24,20,7,17,24,20,7,4,6,5,2
BK1601,BK1601,30,43,37,12,90,127,109,36,16,22,19,6,16,22,19,6,4,5,5,2
BK0402,BK0402,35,49,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
BK1601,BK1601,35,49,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
BK1301,BK1301,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BK1501,BK1501,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BK1301,BK1301,25,35,30,10,73,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK1501,BK1501,25,35,30,10,73,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK1301,BK1301,18,26,22,7,55,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1303,BK1303,18,26,22,7,55,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1301,BK1301,11,16,14,5,34,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BK1303,BK1303,11,16,14,5,34,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BK1501,BK1501,11,16,14,5,34,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BK1503,BK1503,11,16,14,5,34,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BK0302,BK0302,9,13,11,4,27,38,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1601,BK1601,9,13,11,4,27,38,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK0302,BK0302,35,48,41,14,103,144,123,41,18,25,21,7,18,25,21,7,4,6,5,2
BK1601,BK1601,35,48,41,14,103,144,123,41,18,25,21,7,18,25,21,7,4,6,5,2
BK1601,BK1601,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1601,BK1601,22,31,26,9,65,91,78,26,11,16,14,4,11,16,14,4,3,4,3,1
BK1601,BK1601,18,25,21,7,53,75,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BK0302,BK0302,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0402,BK0402,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1601,BK1601,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0402,BK0402,36,50,43,14,107,150,128,43,18,26,22,7,18,26,22,7,5,6,6,2
BK1601,BK1601,36,50,43,14,107,150,128,43,18,26,22,7,18,26,22,7,5,6,6,2
BK0302,BK0302,17,24,21,7,51,72,62,21,9,12,11,4,9,12,11,4,2,3,3,1
BK1601,BK1601,17,24,21,7,51,72,62,21,9,12,11,4,9,12,11,4,2,3,3,1
BK0302,BK0302,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BK1601,BK1601,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BK1301,BK1301,7,10,8,3,21,29,25,8,4,5,4,1,4,5,4,1,1,1,1,0
BK1501,BK1501,7,10,8,3,21,29,25,8,4,5,4,1,4,5,4,1,1,1,1,0
BK1301,BK1301,13,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1501,BK1501,13,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1301,BK1301,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK1301,BK1301,15,21,18,6,46,64,55,18,8,11,9,3,8,11,9,3,2,3,2,1
BK1301,BK1301,25,36,31,10,76,106,91,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1302,BK1302,25,36,31,10,76,106,91,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1303,BK1303,25,36,31,10,76,106,91,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1301,BK1301,30,42,36,12,89,125,107,36,15,21,18,6,15,21,18,6,4,5,5,2
BK1501,BK1501,30,42,36,12,89,125,107,36,15,21,18,6,15,21,18,6,4,5,5,2
BK1301,BK1301,46,65,56,19,138,193,166,55,24,33,29,10,24,33,29,10,6,8,7,2
BK1302,BK1302,46,65,56,19,138,193,166,55,24,33,29,10,24,33,29,10,6,8,7,2
BK1301,BK1301,14,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1302,BK1302,14,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1301,BK1301,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
BK1501,BK1501,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
BK0302,BK0302,21,29,25,8,61,86,74,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1601,BK1601,21,29,25,8,61,86,74,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0302,BK0302,29,40,35,12,86,120,103,34,15,21,18,6,15,21,18,6,4,5,4,1
BK0402,BK0402,29,40,35,12,86,120,103,34,15,21,18,6,15,21,18,6,4,5,4,1
BK0302,BK0302,20,28,24,8,60,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK0402,BK0402,20,28,24,8,60,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK1601,BK1601,20,28,24,8,60,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK0302,BK0302,16,23,20,7,49,68,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BK1601,BK1601,16,23,20,7,49,68,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BK0302,BK0302,18,25,21,7,53,74,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BK1601,BK1601,18,25,21,7,53,74,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BK0302,BK0302,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1601,BK1601,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BK0302,BK0302,32,45,39,13,97,135,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BK0302,BK0302,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1601,BK1601,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BK0302,BK0302,31,43,37,12,92,129,111,37,16,22,19,6,16,22,19,6,4,6,5,2
BK1601,BK1601,31,43,37,12,92,129,111,37,16,22,19,6,16,22,19,6,4,6,5,2
BK0302,BK0302,39,55,47,16,117,163,140,47,20,28,24,8,20,28,24,8,5,7,6,2
BK1601,BK1601,39,55,47,16,117,163,140,47,20,28,24,8,20,28,24,8,5,7,6,2
BK0302,BK0302,24,34,29,10,72,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BK0302,BK0302,63,88,76,25,188,263,226,75,32,45,39,13,32,45,39,13,8,11,10,3
BK0302,BK0302,3,4,4,1,9,13,11,4,2,2,2,1,2,2,2,1,0,1,0,0
BK0302,BK0302,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1301,BK1301,10,14,12,4,31,43,37,12,5,7,6,2,5,7,6,2,1,2,2,1
BK1103,BK1103,21,29,25,8,62,87,74,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1301,BK1301,21,29,25,8,62,87,74,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1301,BK1301,14,19,17,6,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1501,BK1501,14,19,17,6,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK0302,BK0302,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BK0302,BK0302,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BK0302,BK0302,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0302,BK0302,32,45,39,13,96,134,115,38,17,23,20,7,17,23,20,7,4,6,5,2
BK0302,BK0302,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
BK0302,BK0302,18,25,21,7,53,74,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BK0302,BK0302,28,39,33,11,82,115,99,33,14,20,17,6,14,20,17,6,4,5,4,1
BK0302,BK0302,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BK1301,BK1301,32,45,38,13,95,134,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1501,BK1501,32,45,38,13,95,134,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1103,BK1103,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1301,BK1301,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1501,BK1501,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0302,BK0302,34,48,41,14,101,142,122,41,17,24,21,7,17,24,21,7,4,6,5,2
BK0402,BK0402,34,48,41,14,101,142,122,41,17,24,21,7,17,24,21,7,4,6,5,2
BK0302,BK0302,22,30,26,9,64,90,77,26,11,16,13,4,11,16,13,4,3,4,3,1
BK0302,BK0302,14,19,17,6,41,58,49,16,7,10,9,3,7,10,9,3,2,2,2,1
BK0302,BK0302,36,50,43,14,106,149,128,43,18,26,22,7,18,26,22,7,5,6,6,2
BK1501,BK1501,15,20,18,6,44,61,52,17,8,10,9,3,8,10,9,3,2,3,2,1
BK1501,BK1501,30,42,36,12,89,125,107,36,15,21,18,6,15,21,18,6,4,5,5,2
BK1301,BK1301,16,22,19,6,48,67,57,19,8,11,10,3,8,11,10,3,2,3,2,1
BK1501,BK1501,16,22,19,6,48,67,57,19,8,11,10,3,8,11,10,3,2,3,2,1
BK1501,BK1501,35,49,42,14,104,146,125,42,18,25,22,7,18,25,22,7,4,6,5,2
BK0104,BK0104,22,31,27,9,67,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
BK0302,BK0302,22,31,27,9,67,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
BK0401,BK0401,22,31,27,9,67,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
BK0302,BK0302,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0401,BK0401,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0302,BK0302,21,30,26,9,64,90,77,26,11,15,13,4,11,15,13,4,3,4,3,1
BK0401,BK0401,21,30,26,9,64,90,77,26,11,15,13,4,11,15,13,4,3,4,3,1
BK1301,BK1301,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1501,BK1501,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1301,BK1301,17,24,20,7,51,71,61,20,9,12,10,4,9,12,10,4,2,3,3,1
BK1501,BK1501,17,24,20,7,51,71,61,20,9,12,10,4,9,12,10,4,2,3,3,1
BK0104,BK0104,85,119,102,34,253,354,304,101,44,61,52,17,44,61,52,17,11,15,13,4
BK0401,BK0401,85,119,102,34,253,354,304,101,44,61,52,17,44,61,52,17,11,15,13,4
BK0401,BK0401,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
BK1501,BK1501,25,35,30,10,75,106,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1501,BK1501,35,49,42,14,105,146,125,42,18,25,22,7,18,25,22,7,5,6,5,2
BK0401,BK0401,29,41,35,12,87,121,104,35,15,21,18,6,15,21,18,6,4,5,4,1
BK0402,BK0402,29,41,35,12,87,121,104,35,15,21,18,6,15,21,18,6,4,5,4,1
BK0302,BK0302,41,57,49,16,122,171,146,49,21,29,25,8,21,29,25,8,5,7,6,2
BK0401,BK0401,41,57,49,16,122,171,146,49,21,29,25,8,21,29,25,8,5,7,6,2
BK0302,BK0302,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
BK0401,BK0401,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
BK0402,BK0402,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
BK1501,BK1501,7,10,8,3,21,29,25,8,4,5,4,1,4,5,4,1,1,1,1,0
BK1501,BK1501,10,14,12,4,30,42,36,12,5,7,6,2,5,7,6,2,1,2,2,1
BK1501,BK1501,9,13,11,4,28,39,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK0401,BK0401,30,42,36,12,88,124,106,35,15,21,18,6,15,21,18,6,4,5,5,2
BK0402,BK0402,30,42,36,12,88,124,106,35,15,21,18,6,15,21,18,6,4,5,5,2
BK0302,BK0302,37,52,45,15,110,155,133,44,19,27,23,8,19,27,23,8,5,7,6,2
BK0402,BK0402,37,52,45,15,110,155,133,44,19,27,23,8,19,27,23,8,5,7,6,2
BK0401,BK0401,32,45,39,13,96,134,115,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0402,BK0402,32,45,39,13,96,134,115,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1501,BK1501,8,11,10,3,24,33,29,10,4,6,5,2,4,6,5,2,1,1,1,0
BK1103,BK1103,27,38,33,11,81,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1501,BK1501,27,38,33,11,81,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BK0302,BK0302,23,32,28,9,69,96,82,27,12,17,14,5,12,17,14,5,3,4,4,1
BK0402,BK0402,23,32,28,9,69,96,82,27,12,17,14,5,12,17,14,5,3,4,4,1
BK1601,BK1601,23,32,28,9,69,96,82,27,12,17,14,5,12,17,14,5,3,4,4,1
BK0302,BK0302,28,40,34,11,85,119,102,34,15,20,18,6,15,20,18,6,4,5,4,1
BK0402,BK0402,28,40,34,11,85,119,102,34,15,20,18,6,15,20,18,6,4,5,4,1
BK0302,BK0302,34,48,41,14,102,143,122,41,18,25,21,7,18,25,21,7,4,6,5,2
BK0402,BK0402,34,48,41,14,102,143,122,41,18,25,21,7,18,25,21,7,4,6,5,2
BK1103,BK1103,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1501,BK1501,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1103,BK1103,20,29,25,8,61,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK1501,BK1501,20,29,25,8,61,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK0402,BK0402,31,43,37,12,91,128,109,36,16,22,19,6,16,22,19,6,4,6,5,2
BK0402,BK0402,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0402,BK0402,22,31,27,9,66,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
BK1103,BK1103,9,13,11,4,27,37,32,11,5,6,6,2,5,6,6,2,1,2,1,0
BK1501,BK1501,9,13,11,4,27,37,32,11,5,6,6,2,5,6,6,2,1,2,1,0
BK1103,BK1103,12,17,14,5,36,50,43,14,6,9,7,2,6,9,7,2,2,2,2,1
BK1103,BK1103,9,13,11,4,28,39,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1501,BK1501,9,13,11,4,28,39,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BK0402,BK0402,22,31,27,9,67,94,80,27,12,16,14,5,12,16,14,5,3,4,3,1
BK1601,BK1601,22,31,27,9,67,94,80,27,12,16,14,5,12,16,14,5,3,4,3,1
BK0402,BK0402,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1601,BK1601,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK0402,BK0402,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
BK1601,BK1601,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
BK1103,BK1103,16,23,20,7,49,68,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BK1103,BK1103,12,16,14,5,35,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BK1103,BK1103,17,24,21,7,51,71,61,20,9,12,11,4,9,12,11,4,2,3,3,1
BK1301,BK1301,17,24,21,7,51,71,61,20,9,12,11,4,9,12,11,4,2,3,3,1
BK1501,BK1501,17,24,21,7,51,71,61,20,9,12,11,4,9,12,11,4,2,3,3,1
BK0402,BK0402,26,36,31,10,77,108,92,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0471,BK0471,26,36,31,10,77,108,92,31,13,19,16,5,13,19,16,5,3,5,4,1
BK1601,BK1601,26,36,31,10,77,108,92,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0402,BK0402,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BK1601,BK1601,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BK0402,BK0402,38,53,45,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BK1103,BK1103,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BK1101,BK1101,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK1103,BK1103,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0402,BK0402,29,40,34,11,85,120,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK0471,BK0471,29,40,34,11,85,120,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK1601,BK1601,29,40,34,11,85,120,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK0402,BK0402,10,15,13,4,31,43,37,12,5,7,6,2,5,7,6,2,1,2,2,1
BK1601,BK1601,10,15,13,4,31,43,37,12,5,7,6,2,5,7,6,2,1,2,2,1
BK1103,BK1103,28,39,34,11,83,117,100,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1103,BK1103,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1103,BK1103,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1103,BK1103,13,18,16,5,39,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BK1103,BK1103,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1103,BK1103,25,35,30,10,75,105,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK0402,BK0402,38,53,46,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BK0471,BK0471,38,53,46,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
QN0502,QN0502,38,53,46,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
QN0574,QN0574,38,53,46,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BK0402,BK0402,25,35,30,10,75,105,90,30,13,18,15,5,13,18,15,5,3,5,4,1
BK0402,BK0402,26,36,31,10,77,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
QN0502,QN0502,26,36,31,10,77,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
BK1103,BK1103,9,12,11,4,26,37,31,10,5,6,5,2,5,6,5,2,1,2,1,0
BK1103,BK1103,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BK0402,BK0402,40,55,48,16,118,165,141,47,20,28,24,8,20,28,24,8,5,7,6,2
BK0471,BK0471,40,55,48,16,118,165,141,47,20,28,24,8,20,28,24,8,5,7,6,2
BK0402,BK0402,18,25,21,7,53,74,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BK0402,BK0402,15,20,17,6,43,60,52,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1103,BK1103,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BK1103,BK1103,23,32,28,9,69,96,83,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0402,BK0402,32,44,38,13,95,132,113,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0402,BK0402,17,24,21,7,52,72,62,21,9,12,11,4,9,12,11,4,2,3,3,1
BK0402,BK0402,34,47,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BK1103,BK1103,8,11,9,3,23,32,28,9,4,6,5,2,4,6,5,2,1,1,1,0
BK1501,BK1501,8,11,9,3,23,32,28,9,4,6,5,2,4,6,5,2,1,1,1,0
BK1103,BK1103,7,10,9,3,22,31,26,9,4,5,5,2,4,5,5,2,1,1,1,0
BK1501,BK1501,7,10,9,3,22,31,26,9,4,5,5,2,4,5,5,2,1,1,1,0
BK1501,BK1501,17,23,20,7,50,69,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1501,BK1501,12,17,15,5,37,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BK0402,BK0402,34,48,41,14,102,142,122,41,18,25,21,7,18,25,21,7,4,6,5,2
BK0402,BK0402,53,74,64,21,158,221,189,63,27,38,33,11,27,38,33,11,7,10,8,3
BK0402,BK0402,22,31,27,9,67,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
BK1501,BK1501,14,20,17,6,43,60,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1501,BK1501,19,26,22,7,56,78,67,22,10,13,11,4,10,13,11,4,2,3,3,1
BK0402,BK0402,5,7,6,2,15,22,18,6,3,4,3,1,3,4,3,1,1,1,1,0
BK0402,BK0402,8,12,10,3,25,34,29,10,4,6,5,2,4,6,5,2,1,1,1,0
BK0402,BK0402,30,42,36,12,89,124,106,35,15,21,18,6,15,21,18,6,4,5,5,2
BK0402,BK0402,25,35,30,10,74,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK1501,BK1501,10,14,12,4,30,42,36,12,5,7,6,2,5,7,6,2,1,2,2,1
BK1501,BK1501,21,29,25,8,61,85,73,24,11,15,13,4,11,15,13,4,3,4,3,1
BK0402,BK0402,21,30,26,9,63,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0401,BK0401,9,12,10,3,26,36,31,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0402,BK0402,9,12,10,3,26,36,31,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0401,BK0401,31,43,37,12,92,129,111,37,16,22,19,6,16,22,19,6,4,6,5,2
BK0402,BK0402,31,43,37,12,92,129,111,37,16,22,19,6,16,22,19,6,4,6,5,2
BK1204,BK1204,8,11,9,3,23,32,27,9,4,6,5,2,4,6,5,2,1,1,1,0
BK1403,BK1403,8,11,9,3,23,32,27,9,4,6,5,2,4,6,5,2,1,1,1,0
BK1501,BK1501,8,11,9,3,23,32,27,9,4,6,5,2,4,6,5,2,1,1,1,0
BK1204,BK1204,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1501,BK1501,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
